id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1341478,Lovely old world Dublin,408378,Eddie,,Dublin City,53.35415328568928,-6.296790200317237,Private room,85,2,93,2018-10-01,2.27,4,0
1341827,Beautiful double room Blackrock,4965775,Terry,,Dn Laoghaire-Rathdown,53.296669002362144,-6.182378583052215,Private room,58,2,60,2018-09-21,0.97,3,314
1345435,"Cosy room, Portobello",435734,Conor,,Dublin City,53.33049946571076,-6.270280653060683,Private room,42,5,30,2018-08-03,0.59,3,206
1356270,Dublincity centre stylish apartment,5903446,Marie,,Dublin City,53.342510060939574,-6.31184287936713,Entire home/apt,160,2,29,2018-08-26,0.47,2,343
1364313,Temple Bar Dream Guesthouse,7269718,John,,Dublin City,53.349484602285784,-6.263774285347445,Entire home/apt,135,2,58,2018-10-07,0.91,1,16
1364560,"Cosy double in Eclectic home, D.8 next to Guinness",6977448,Ayelet & Steve,,Dublin City,53.33578345647679,-6.289369718235599,Private room,60,2,83,2018-10-15,1.32,1,19
1400252,Cluain Tarbh 1014,7462550,Micheál,,Dublin City,53.3695447728896,-6.204838075956109,Private room,80,2,52,2018-03-18,0.86,1,83
1407832,Beautifully Renovated Dublin House,5818278,Therese,,Dn Laoghaire-Rathdown,53.29831376993164,-6.172057987453657,Entire home/apt,160,2,45,2018-07-23,0.72,1,14
1409617,Large double bedroom,5903446,Marie,,Dublin City,53.337787015041044,-6.320374908689961,Private room,79,2,7,2015-03-22,0.11,2,359
1411019,City Located Double Room in Penthouse Apartment,765874,Sam,,Dublin City,53.347499566340026,-6.26731656315546,Private room,89,2,145,2018-09-30,4.62,1,143
1414274,Double room in Lovely home,7622153,Grace,,Fingal,53.40422570740849,-6.4344462630917905,Private room,30,1,2,2017-12-01,0.12,1,72
1418666,Stylish Central Place to Yourself -Available Again,2769300,Alan,,Dublin City,53.32860572767669,-6.261923575149881,Entire home/apt,200,7,41,2018-09-21,0.65,1,168
1436858,Your own apartment in ♥ Dublin city,7719031,Bob,,Dublin City,53.33760234270631,-6.242308920009687,Entire home/apt,130,3,179,2018-10-04,2.84,1,130
1447994,Stunning Bedroom in Great Location ,2401732,Maximilian,,Dublin City,53.338215193151555,-6.2327748065500055,Private room,75,3,3,2015-02-14,0.06,1,0
1461045,Home in Ballsbridge,7801410,Katherine,,Dublin City,53.333472648939015,-6.2356760070873385,Entire home/apt,139,1,78,2018-01-13,1.23,1,0
1466234,Single room with breakfast,5940448,Elva,,Dublin City,53.32728244625142,-6.3041512856593265,Private room,30,4,78,2018-10-06,1.24,1,278
1488124,Modern Double Room Ensuite - Heart of Dublin City°,5605429,Eddy,,Dublin City,53.353156539915915,-6.250778193746281,Private room,68,2,118,2018-09-14,1.87,4,0
1489545,Cozy apt- free parking - only 20min city centre,7558255,Aguiar,,Fingal,53.42010029133141,-6.151522837742354,Private room,55,1,3,2018-10-07,1.50,1,365
1499328,1/Bedroom Heart Dublin city Center,273380,Nicolas,,Dublin City,53.3449230506535,-6.263472222792648,Private room,45,1,30,2018-02-22,0.54,2,49
1500892,"Cloghranguesthouse B&B, Triple Room",2232368,Matt,,Fingal,53.425149495592414,-6.229339802999612,Private room,120,1,133,2018-09-09,2.11,3,355
1500921,"Cloghranguesthouse B&B, Double Room",2232368,Matt,,Fingal,53.424688724627906,-6.229253921606209,Private room,75,1,256,2017-11-26,4.07,3,0
1520036,Contemporary Apartment  Dublin City,6973475,Brendan,,Dublin City,53.34502601164707,-6.280608789986729,Entire home/apt,210,3,48,2018-03-19,0.78,1,350
1541581,Townhouse in quiet location,8217034,Donal,,Dn Laoghaire-Rathdown,53.30123832129323,-6.221759561107817,Entire home/apt,165,1,20,2018-09-01,0.35,1,149
1544267,"Private Double Room in Clontarf, D3",4502026,Jenny & Pete,,Dublin City,53.36630904274498,-6.214774644046059,Private room,50,2,184,2017-11-26,2.96,2,0
1550394,"""Moroccon"" style double room.",8257965,Luke,,Dublin City,53.34434810576907,-6.265667511732092,Private room,69,2,223,2018-09-28,3.56,1,4
1551644,Apartment with amazing panoramic views over Dublin,1582772,Myriam,,South Dublin,53.25598622718681,-6.319833254883527,Entire home/apt,130,1,12,2018-10-01,0.61,1,229
1556554,Beautiful Victorian 3-bed home.,1271983,Rachel & Justin,,Dublin City,53.334947868631346,-6.283407870380078,Entire home/apt,245,4,13,2017-11-05,0.49,4,0
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.335707021416695,-6.267069285182374,Private room,65,2,34,2018-10-07,0.56,2,305
1563134,"""Molly Bloom's"" B and B.",8317239,Audrey,,Fingal,53.37057984737882,-6.355046801255154,Private room,70,2,30,2017-06-24,0.49,1,257
1566503,Period Dublin townhouse,4303678,Iain,,Dublin City,53.34483779188057,-6.278054839747351,Entire home/apt,225,3,178,2018-09-25,2.87,1,72
1576464,Apartment in Clontarf Dublin 3,4502026,Jenny & Pete,,Dublin City,53.36754394620661,-6.219218608554864,Entire home/apt,90,2,17,2017-07-23,0.28,2,0
1582908,Home full of music and song.,8427433,Paula,,Dublin City,53.32736823617354,-6.312532951315269,Private room,36,3,58,2018-09-29,1.09,1,53
1596451,2 Double Rooms 1 Kids room Dublin,6219661,Sonya,,Dublin City,53.361471713921105,-6.244222413601922,Entire home/apt,500,2,19,2016-05-30,0.31,1,364
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33534045056059,-6.267148513586306,Private room,85,2,62,2018-08-26,1.08,2,310
1605305,Kavanagh's Mews - House 5 Minutes to the City,8552503,Una,,Dublin City,53.333224070814076,-6.237415764773893,Entire home/apt,218,3,61,2018-10-08,1.12,3,271
1612700,Private Double/Twin Room (w.shower),8585358,Margaret,,Dublin City,53.367882762290094,-6.270207301681744,Private room,85,21,4,2018-02-20,0.11,3,117
1614285,Double Room en-suite /Town House,8585358,Margaret,,Dublin City,53.36781479741233,-6.270230920422763,Private room,82,2,4,2016-03-26,0.08,3,108
1617754,Double Room with private bathroom,6892538,Patrice,,Fingal,53.39252001370236,-6.371206332013146,Private room,78,1,8,2016-12-26,0.14,1,365
1672292,Dub apt near airport M50 DCU City,8852821,Joe,,Fingal,53.409581809076606,-6.247925477809978,Private room,50,7,51,2016-08-16,0.84,1,229
1678478,Hampton Lodge Penthouse,8880027,Chris,,Dublin City,53.37493153673016,-6.243018612283311,Entire home/apt,260,3,20,2018-07-16,0.46,1,162
1711261,Kilmainham Lane Terrace,1390012,Andy,,Dublin City,53.34247581820869,-6.298852467190969,Entire home/apt,185,3,13,2018-08-20,0.87,1,17
1715350,Comfortable single room,2232368,Matt,,Fingal,53.42303412691536,-6.230831826225988,Private room,75,1,71,2017-09-13,1.29,3,0
1717912,St Patricks Cathedral View,5429761,Bob,,Dublin City,53.338221692999014,-6.270711360891856,Private room,55,2,234,2018-10-11,5.62,4,17
1719411,Luxury Penthouse in a Distillery,9004936,Matt,,Dublin City,53.364683407162275,-6.248577784831458,Entire home/apt,400,2,64,2018-09-10,1.05,1,7
1735698,Merrion Mews,8886946,Irish Landmark Trust,,Dublin City,53.337520047697815,-6.250807944010253,Entire home/apt,430,2,43,2018-07-31,0.72,1,307
1744402,the main attraction,9182622,Eamonn,,Fingal,53.493829886396895,-6.11247522415176,Private room,45,1,50,2018-09-14,1.24,1,355
1754515,Super Central City Centre Loft,8296520,James,,Dublin City,53.34626785487148,-6.266890476537804,Entire home/apt,84,1,379,2018-10-02,6.28,1,240
1768437,SEASIDE TOWN NEAR DUBLIN CITY IRELAND x,9291133,Lia,,Dn Laoghaire-Rathdown,53.275900269862504,-6.1385843629408035,Private room,35,1,26,2018-10-14,0.46,1,209
1770848,ZeN * Cosy * Central double bedroom,9302139,Baptiste And Paola,,Dublin City,53.34714801671468,-6.265024477873414,Private room,85,3,90,2018-10-08,2.24,1,63
1771007,Cosy Bedroom near Bray Seaside,9302663,Craig & Becks,,Dn Laoghaire-Rathdown,53.21096319190514,-6.121871680936421,Private room,50,1,0,,,1,0
1787723,The Phoenix Park on Your Doorstep,186145,Dee,,Fingal,53.371508536604495,-6.337865627512946,Private room,58,3,104,2018-09-23,1.72,1,36
1789253,City Center Modern Apartment,8768901,Carolina,,Dublin City,53.34233083124436,-6.2740943660520925,Entire home/apt,170,2,0,,,1,0
1791386,Our FamilyHome that YOU can share 1,3328446,Ger And Jean,,South Dublin,53.291434686520404,-6.308729562266819,Private room,35,1,193,2018-10-02,3.20,2,15
1804494,Entire 2bed townhouse close to City,6650296,Fiona,,Dublin City,53.3623674069215,-6.209166259186456,Entire home/apt,120,10,72,2018-08-31,1.25,1,253
1816117,Double ensuite room near Dublin airport,9512118,Anne,,Dublin City,53.392922300901695,-6.242954972692289,Private room,70,1,19,2018-09-25,1.12,5,66
1834837,Room in heart of Temple Bar!,9593681,Niall,,Dublin City,53.34442401189451,-6.269363371854175,Private room,79,2,83,2018-09-24,2.77,1,0
1860685,Studio Leeson St Area South Dublin ,3784882,Ellie,,Dublin City,53.331715253677174,-6.251811061065138,Entire home/apt,93,2,285,2018-10-10,4.77,1,111
1896821,Open plan Artisan House Dublin City,3826057,Eleanor,,Dublin City,53.33971980047974,-6.292943479902399,Entire home/apt,125,2,16,2018-10-13,0.29,1,8
1906221,"Great double room,Dublin",9084049,Jose&Vadym,,Dublin City,53.337977835761976,-6.293883144212983,Private room,45,2,352,2018-10-05,5.93,3,73
1907960,Dublin can be heaven - with coffee at 11!,9885884,Andrea,,Dn Laoghaire-Rathdown,53.30525503462884,-6.26533247273169,Entire home/apt,99,10,18,2018-01-05,0.32,2,0
1908126,Cozy Room in Fashionable Dublin,6643479,Sila,,Dublin City,53.34051724781579,-6.236346421878773,Private room,89,3,15,2018-06-17,0.25,1,79
1911494,Apartment with a view,9667556,Alan,,Dublin City,53.34494240091049,-6.263928700899935,Private room,75,2,280,2018-10-14,4.68,1,7
1929739,Comfy Double Room,9084049,Jose&Vadym,,Dublin City,53.33813318466555,-6.293536448967578,Private room,50,1,72,2018-09-25,1.21,3,51
1932609,"Temple Bar apt., Dublin city centre",2175478,Helen,,Dublin City,53.34420376562264,-6.268913525383502,Entire home/apt,200,2,159,2018-10-14,2.69,2,351
1943366,Exquisitely restored Victorian Flat - WB Yeats,1557844,Liam And Fiona,,Dublin City,53.35616664886502,-6.292503476147889,Entire home/apt,146,2,61,2018-10-15,1.13,8,326
1947885,Great location to city,3581600,Raymond,,Dublin City,53.360337692414156,-6.246130106966225,Private room,40,2,110,2018-09-23,3.88,1,44
1963074,Ensuite room with small kitchen area and patio,10124896,Robyn,,Dublin City,53.389847095213675,-6.279484050336847,Private room,50,1,336,2018-10-08,6.56,1,109
1973276,"Boutique Chic 2, 10min Temple Bar! Fab location.",192210,Susan,,Dublin City,53.36316024345771,-6.314031188611685,Entire home/apt,248,2,154,2018-09-09,2.64,2,174
1973352,Fantastic Portmarnock seaside Apt,4586782,Sheelagh,,Fingal,53.43340321409924,-6.128448717402402,Entire home/apt,90,7,29,2018-08-23,0.52,2,264
1982951,"Charming, Quirky, Victorian house ",10231674,Bairbre,,Dublin City,53.35760569954737,-6.270994198364455,Private room,49,2,229,2018-10-07,3.86,1,0
1983907,Spacious 2 Bed City Centre House,10092333,Neil,,Dublin City,53.34296227002113,-6.297001811518868,Entire home/apt,160,2,5,2017-03-19,0.09,1,0
2005981,The Welcome House,10326958,Amanda,,Dublin City,53.38015780386885,-6.198549032755165,Private room,60,5,0,,,1,36
2026810,2 single cosy rooms in Ranelagh,6782586,Mary,,Dublin City,53.32356232599314,-6.252841331946377,Private room,48,3,191,2018-09-30,3.37,2,338
2041162,Great Place in Dublin City,10468688,Sheila,,Dublin City,53.346095015251315,-6.240135182288933,Private room,70,3,38,2018-09-28,0.70,1,37
2067000,Quiet Double Bed/Ensuite  Dublin 4,5648283,John,,Dublin City,53.32914707523853,-6.2311663088637905,Private room,50,1,280,2018-09-21,5.82,2,279
2069629,"City Centre Apartment, sleeps 2",10583714,Michelle,,Dublin City,53.34779627200282,-6.2631113238416525,Entire home/apt,90,2,56,2018-09-26,1.76,1,72
2088832,Modern Ensuite Room - Amazing View,10662007,Reha,,Dublin City,53.34261456294077,-6.239139264418622,Private room,110,3,41,2018-07-13,0.77,2,144
2121887,Great Penthouse In City Centre,4681988,Gareth,,Dublin City,53.34092469127886,-6.267372820970619,Entire home/apt,103,2,7,2018-01-28,0.39,1,0
2142451,Private Room South Dublin,10934549,Carl,,Dn Laoghaire-Rathdown,53.29333844995805,-6.2744406781220645,Private room,24,7,26,2018-10-14,0.45,2,195
2146858,Quiet little room near the beach!,10959010,Momò,,Dublin City,53.33278964299206,-6.221287269043554,Private room,39,1,53,2018-09-30,0.92,1,346
2154635,House Walking distance to City,10406331,Kate,,Dublin City,53.35203956454189,-6.2352214548835665,Entire home/apt,250,2,42,2018-05-27,0.76,1,359
2162973,Cosy Georgian flat in Ranelagh,1467387,Ali,,Dublin City,53.32332639523362,-6.2497476462967425,Entire home/apt,105,10,47,2018-08-29,0.81,1,256
2164444,New-Private Floor in Georgian House,11013512,Ben,,Dublin City,53.32832569845907,-6.249593109961328,Private room,74,2,302,2018-09-25,5.31,2,207
2165074,Wonderful stay family and friends,11047034,Cynthia,,Dublin City,53.39539975426126,-6.2631850250808565,Entire home/apt,85,1,108,2018-08-27,1.94,1,97
2165556,Spacious 1Bed Portobello Apartment ,5058892,Leah,,Dublin City,53.33252334932778,-6.276182859199907,Entire home/apt,82,2,12,2016-09-06,0.21,1,278
2202076,Beautiful two bedroom apartment,503635,Rory,,Dn Laoghaire-Rathdown,53.2685171335857,-6.114182129955093,Entire home/apt,100,3,0,,,1,0
2207103,double ensuite room 4km from airport,11259303,Moira,,Dublin City,53.387024959057094,-6.237897047748077,Private room,70,2,6,2017-11-04,0.15,4,338
2215722,Clontarf Dublin 3,11294447,Jim,,Dublin City,53.37252424853098,-6.1952963917108,Private room,120,1,0,,,1,0
2226618,Fantastic cosy basement apartment !,11362683,Cormac,,Dublin City,53.321736771831574,-6.2738358549300015,Entire home/apt,90,1,74,2018-08-05,1.29,1,211
2232124,Kylemore. A haven near the  city 2 double rooms.,11392337,Deirdre  Dee,,Dublin City,53.38103271253452,-6.157261245093666,Private room,120,1,3,2018-10-01,2.37,2,210
2237704,Dublin City centre house,4319848,Kitty,,Dublin City,53.33842817564621,-6.241696854155462,Entire home/apt,348,2,27,2018-03-18,0.54,1,180
2250821,Beautiful Apartment right on St Stephen's Green!,1607377,Rachelle,,Dublin City,53.33764491804182,-6.260778241693333,Entire home/apt,100,2,147,2018-10-12,3.01,1,154
2251284,Stylish Urban Cottage ,8022106,Keith,,Dublin City,53.340971965872946,-6.27549221971197,Entire home/apt,106,2,111,2018-08-18,1.99,4,303
2259276,Bright Double Room-Private Bathroom -Dublin 4,11537810,Brian,,Dublin City,53.335068905538066,-6.225388093195142,Private room,60,5,19,2018-09-30,0.33,1,36
2277475,"Gasworks, Dublin 4",11629286,Carlos,,Dublin City,53.33982937473605,-6.2334216280088395,Private room,55,1,0,,,1,33
2278254,Less Than 20 Minutes From Dublin City Centre!,11633897,Karen,,South Dublin,53.33557317247964,-6.4613803653924835,Private room,50,2,102,2018-09-04,1.79,1,0
2280160,Ha' Penny Bridge View 3,3765692,Giuseppe,,Dublin City,53.3482616991257,-6.262694929986529,Entire home/apt,130,2,116,2018-09-23,2.06,5,317
2283713,Camden St: Central 'n' Cosy,3888023,Daragh,,Dublin City,53.33601756686249,-6.2645681220655085,Private room,50,2,225,2018-10-01,4.08,2,249
2291390,Gorgeous flat in Temple Bar,11599257,Brent,,Dublin City,53.345107309180726,-6.267899961357749,Entire home/apt,130,2,128,2018-09-30,2.55,1,31
2295609,Dublin City large Victorian House,11725628,Martina,,Dublin City,53.340273682568146,-6.305848375263088,Entire home/apt,180,7,0,,,1,0
2297145,Bed and Breakfast Near City Centre,11718729,Conj,,Dublin City,53.332574965062854,-6.270597360060045,Private room,75,1,457,2018-09-27,8.40,6,313
2297201,Family friendly artisan house,11732846,Ciara,,Dublin City,53.32786655788311,-6.27397384027935,Entire home/apt,150,7,8,2017-07-29,0.15,1,288
2314090,Our FamilyHome that YOU can share,3328446,Ger And Jean,,South Dublin,53.29109062586283,-6.309459378541431,Private room,35,1,156,2018-10-07,2.80,2,15
2320387,YOUR STAY IN DUBLIN (FREE WiFI)!!!,8538793,Gill&Pat,,Dublin City,53.33226612884979,-6.296976764610338,Private room,40,1,118,2016-11-20,2.10,1,1
2328196,City Centre Townhouse,11893219,Gill,,Dublin City,53.336117908836826,-6.276043478184924,Entire home/apt,130,2,155,2018-10-14,2.74,1,38
2345315,Smart Modern Double Size Bedroom + own bathroom,11976922,Sonja,,Dublin City,53.37606945882691,-6.316803814162002,Private room,50,2,181,2018-10-09,4.53,5,123
2358328,Fantastic Location Killiney Dublin ,6717520,Rhoda,,Dn Laoghaire-Rathdown,53.25247444138412,-6.123142355943049,Private room,50,1,52,2018-05-13,0.93,1,319
2361699,유명공원에서삼십분,12061638,Hyo,,Dublin City,53.33557581857496,-6.28721673389564,Private room,346,1,0,,,1,365
2367284,Single Room,12093811,S.I.D.C.,,Dublin City,53.32515565989054,-6.263191807845613,Private room,45,1,12,2017-08-18,0.23,3,0
2372993,2 bedroom apartment in Temple Bar,6183939,Malin,,Dublin City,53.34399468212775,-6.268558095114688,Entire home/apt,190,3,163,2018-09-27,2.92,1,4
2377060,Magnificent room - Victorian mansion - DART 6 min,12143978,Peter,,Dn Laoghaire-Rathdown,53.28317967183634,-6.128084898803427,Private room,48,2,43,2018-10-13,1.13,1,83
2383085,Chic Apartment Beside Dublin Castle,12173971,Chris,,Dublin City,53.341076916958386,-6.270263393716106,Entire home/apt,109,2,314,2018-10-14,5.89,1,260
2385640,"Large Family Home - Very Central, Adjacent to Sea",12185528,Gareth,,Dn Laoghaire-Rathdown,53.28973386455189,-6.128398660965578,Entire home/apt,179,10,1,2018-07-19,0.33,1,0
2394893,Warm family home & garden in D9,12173057,Maeve & Ken,,Dublin City,53.39015144457497,-6.245987423235158,Private room,55,2,161,2018-10-11,3.01,3,201
2400008,cuenta con habitacion individual,12263532,Gianna,,Dublin City,53.321686719661095,-6.3066374202710564,Private room,200,1,0,,,1,365
2415104,House in the heart of Dublin,5580678,Lex,,Dublin City,53.33408492800588,-6.265613019925949,Entire home/apt,180,2,180,2018-09-30,3.23,3,332
2427857,Large family home and garden D9:,12173057,Maeve & Ken,,Dublin City,53.387741221884625,-6.24520605157551,Private room,55,2,188,2018-10-06,3.37,3,230
2436401,Dublin City Centre (Templebar),12452297,Brian,,Dublin City,53.34486610316945,-6.269506233558739,Private room,59,1,193,2017-05-27,3.45,1,0
2451061,Traditional cottage in city centre,12533082,Sinead,,Dublin City,53.35488708308345,-6.238409757651279,Entire home/apt,90,3,0,,,1,0
2453774,"Dublin South City, Canal Side, 3 Bed Apt",12545912,Emma,,Dublin City,53.33526868110836,-6.298400416306722,Entire home/apt,148,4,7,2017-07-16,0.13,2,47
2466169,Cozy central Studio Apt ,11823727,Claudio,,Dublin City,53.34510217526802,-6.280610733913743,Entire home/apt,62,2,177,2018-10-04,3.28,2,2
2470847,Waterside luxury in Dublin,12599569,Cathal,,Dublin City,53.344592003394226,-6.2356005819790585,Entire home/apt,160,3,166,2018-10-01,3.13,3,221
2471794,Elegant Victorian terrace house,12640966,Dorothy,,Dn Laoghaire-Rathdown,53.2858029643705,-6.134666011771395,Private room,85,1,29,2018-10-14,0.54,1,358
2477297,The Pink Room,12471653,Marian,,Dublin City,53.31573647863965,-6.251728407766616,Private room,150,3,2,2016-05-16,0.06,2,365
2481147,Grand Canal 3xBedroom Apartment,234243,Johnny,,Dublin City,53.344252132065364,-6.2358250186698605,Entire home/apt,349,3,7,2018-08-12,0.25,5,165
2486135,Dublin's Finest ! New Holiday Home.,12599569,Cathal,,Dublin City,53.33780722183785,-6.240362017601396,Entire home/apt,160,3,199,2018-09-20,3.59,3,262
2488781,Stay in the heart of Temple Bar!,5225926,Jason,,Dublin City,53.34442921006963,-6.263235744793062,Entire home/apt,100,1,418,2018-10-05,7.50,2,70
2489550,"Stunning Temple Bar, City Apartment",12036741,Micheál,,Dublin City,53.34473293113221,-6.26727541856459,Entire home/apt,130,3,324,2018-10-13,6.09,6,205
2490267,Easily accessible Dublin apartment,12747019,Conor,,Dublin City,53.34096236486823,-6.302654463600969,Private room,40,3,158,2018-09-30,3.68,1,0
2514537,Child friendly family home with large garden,12701356,Amy,,Dublin City,53.367066298411316,-6.228650247957074,Entire home/apt,110,5,2,2018-04-03,0.14,1,0
2514941,Double Bedroom with Private Bathroom,12873847,Enrico,,Dublin City,53.34876946247097,-6.239363167216069,Private room,59,4,57,2018-06-10,1.98,3,0
